player_pair,pass_percentage_1,total_passes_1,pass_percentage_2,total_passes_2
"Sarah Hughson, Emily Janiga",0,0,0,0
"Sarah Hughson, Jayne Lewis",0,0,0,0
"Sarah Hughson, Kate Leary",0,0,0,0
"Sarah Hughson, Kelly Babstock",0,0,0,0
"Sarah Hughson, Kendall Cornine",0,0,0,0
"Sarah Hughson, Kiira Dosdall",0,0,0,0
"Sarah Hughson, Leila Kilduff",0,0,0,0
"Sarah Hughson, Madison Packer",0,0,0,0
"Sarah Hughson, Mallory Rushton",0,0,0,0
"Sarah Hughson, Paige Voight",0,0,0,0
"Sarah Hughson, Rebecca Morse",0,0,0,0
"Sarah Hughson, Rebecca Russo",0,0,0,0
"Sarah Hughson, Sammy Kolowrat",0,0,0,0
"Sarah Hughson, Saroya Tinker",0,0,0,0
"Sarah Hughson, Sonjia Shelly",0,0,0,0
"Sarah Hughson, Tera Hofmann",0,0,0,0
"Sarah Hughson, Theresa Knutson",0,0,0,0
"Sarah Hughson, Allie Thunstrom",0,0,0,0
"Sarah Hughson, Amanda Leveille",0,0,0,0
"Sarah Hughson, Audra Richards",0,0,0,0
"Sarah Hughson, Brooke White",0,0,0,0
"Sarah Hughson, Chelsey Brodt-Rosenthal",0,0,0,0
"Sarah Hughson, Emma Stauber",0,0,0,0
"Sarah Hughson, Haley Mack",0,0,0,0
"Sarah Hughson, Haylea Schmid",0,0,0,0
"Sarah Hughson, Jonna Curtis",0,0,0,0
"Sarah Hughson, Lynn Astrup",0,0,0,0
"Sarah Hughson, Maddie Rowe",0,0,0,0
"Sarah Hughson, Meaghan Pezon",0,0,0,0
"Sarah Hughson, Meghan Lorence",0,0,0,0
"Sarah Hughson, Nina Rodgers",0,0,0,0
"Sarah Hughson, Rose Alleva",0,0,0,0
"Sarah Hughson, Sara Bustad",0,0,0,0
"Sarah Hughson, Stephanie Anderson",0,0,0,0
"Sarah Hughson, Sydney Baldwin",0,0,0,0
"Sarah Hughson, Winny Brodt-Brown",0,0,0,0
"Sarah Hughson, Amy Curlew",0,0,0,0
"Sarah Hughson, Breanne Wilson-Bennett",0,0,0,0
"Sarah Hughson, Brooke Boquist",0,0,0,0
"Sarah Hughson, Elaine Chuli",0,0,0,0
"Sarah Hughson, Emily Fluke",0,0,0,0
"Sarah Hughson, Emma Greco",0,0,0,0
"Sarah Hughson, Emma Woods",0,0,0,0
"Sarah Hughson, Julie Allen",0,0,0,0
"Sarah Hughson, Kristen Barbara",0,0,0,0
"Sarah Hughson, Lindsay Eastwood",0,0,0,0
"Sarah Hughson, Mackenzie MacNeil",0,0,0,0
"Sarah Hughson, Megan Quinn",0,0,0,0
"Sarah Hughson, Mikyla Grant-Mentis",0,0,0,0
"Sarah Hughson, Natalie Marcuzzi",0,0,0,0
"Sarah Hughson, Samantha Ridgewell",0,0,0,0
"Sarah Hughson, Sarah Steele",0,0,0,0
"Sarah Hughson, Sarah-Eve Coutu Godbout",0,0,0,0
"Sarah Hughson, Shiann Darkangelo",0,0,0,0
"Sarah Hughson, Taylor Woods",0,0,0,0
"Sarah Hughson, Taytum Clairmont",0,0,0,0
"Sarah Schwenzfeier, Shannon Doyle",5,0.277777778,10,0.363636364
"Sarah Schwenzfeier, Taylor Marchin",0,0,3.333333333,0.545454545
"Sarah Schwenzfeier, Tori Howran",0,0,7.5,0.727272727
"Sarah Schwenzfeier, Allie Olnowich",0,0,0,0
"Sarah Schwenzfeier, Brooke Avery",0,0,0,0
"Sarah Schwenzfeier, Cailey Hutchison",0,0,0,0
"Sarah Schwenzfeier, Emily Janiga",0,0,0,0
"Sarah Schwenzfeier, Jayne Lewis",0,0,0,0
"Sarah Schwenzfeier, Kate Leary",0,0,0,0
"Sarah Schwenzfeier, Kelly Babstock",0,0,0,0
"Sarah Schwenzfeier, Kendall Cornine",0,0,0,0
"Sarah Schwenzfeier, Kiira Dosdall",0,0,0,0
"Sarah Schwenzfeier, Leila Kilduff",0,0,0,0
"Sarah Schwenzfeier, Madison Packer",0,0,0,0
"Sarah Schwenzfeier, Mallory Rushton",0,0,0,0
"Sarah Schwenzfeier, Paige Voight",0,0,0,0
"Sarah Schwenzfeier, Rebecca Morse",0,0,0,0
"Sarah Schwenzfeier, Rebecca Russo",0,0,0,0
"Sarah Schwenzfeier, Sammy Kolowrat",0,0,0,0
"Sarah Schwenzfeier, Saroya Tinker",0,0,0,0
"Sarah Schwenzfeier, Sonjia Shelly",0,0,0,0
"Sarah Schwenzfeier, Tera Hofmann",0,0,0,0
"Sarah Schwenzfeier, Theresa Knutson",0,0,0,0
"Sarah Schwenzfeier, Allie Thunstrom",0,0,0,0
"Sarah Schwenzfeier, Amanda Leveille",0,0,0,0
"Sarah Schwenzfeier, Audra Richards",0,0,0,0
"Sarah Schwenzfeier, Brooke White",0,0,0,0
"Sarah Schwenzfeier, Chelsey Brodt-Rosenthal",0,0,0,0
"Sarah Schwenzfeier, Emma Stauber",0,0,0,0
"Sarah Schwenzfeier, Haley Mack",0,0,0,0
"Sarah Schwenzfeier, Haylea Schmid",0,0,0,0
"Sarah Schwenzfeier, Jonna Curtis",0,0,0,0
"Sarah Schwenzfeier, Lynn Astrup",0,0,0,0
"Sarah Schwenzfeier, Maddie Rowe",0,0,0,0
"Sarah Schwenzfeier, Meaghan Pezon",0,0,0,0
"Sarah Schwenzfeier, Meghan Lorence",0,0,0,0
"Sarah Schwenzfeier, Nina Rodgers",0,0,0,0
"Sarah Schwenzfeier, Rose Alleva",0,0,0,0
"Sarah Schwenzfeier, Sara Bustad",0,0,0,0
"Sarah Schwenzfeier, Stephanie Anderson",0,0,0,0
"Sarah Schwenzfeier, Sydney Baldwin",0,0,0,0
"Sarah Schwenzfeier, Winny Brodt-Brown",0,0,0,0
"Sarah Schwenzfeier, Amy Curlew",0,0,0,0
"Sarah Schwenzfeier, Breanne Wilson-Bennett",0,0,0,0
"Sarah Schwenzfeier, Brooke Boquist",0,0,0,0
"Sarah Schwenzfeier, Elaine Chuli",0,0,0,0
"Sarah Schwenzfeier, Emily Fluke",0,0,0,0
"Sarah Schwenzfeier, Emma Greco",0,0,0,0
"Sarah Schwenzfeier, Emma Woods",0,0,0,0
"Sarah Schwenzfeier, Julie Allen",0,0,0,0
"Sarah Schwenzfeier, Kristen Barbara",0,0,0,0
"Sarah Schwenzfeier, Lindsay Eastwood",0,0,0,0
"Sarah Schwenzfeier, Mackenzie MacNeil",0,0,0,0
"Sarah Schwenzfeier, Megan Quinn",0,0,0,0
"Sarah Schwenzfeier, Mikyla Grant-Mentis",0,0,0,0
"Sarah Schwenzfeier, Natalie Marcuzzi",0,0,0,0
"Sarah Schwenzfeier, Samantha Ridgewell",0,0,0,0
"Sarah Schwenzfeier, Sarah Steele",0,0,0,0
"Sarah Schwenzfeier, Sarah-Eve Coutu Godbout",0,0,0,0
"Sarah Schwenzfeier, Shiann Darkangelo",0,0,0,0
"Sarah Schwenzfeier, Taylor Woods",0,0,0,0
"Sarah Schwenzfeier, Taytum Clairmont",0,0,0,0
"Shannon Doyle, Taylor Marchin",10,0.138888889,0,0
"Shannon Doyle, Tori Howran",7.058823529,2.361111111,8.666666667,2.727272727
"Shannon Doyle, Allie Olnowich",0,0,0,0
"Shannon Doyle, Brooke Avery",0,0,0,0
"Shannon Doyle, Cailey Hutchison",0,0,0,0
"Shannon Doyle, Emily Janiga",0,0,0,0
"Shannon Doyle, Jayne Lewis",0,0,0,0
"Shannon Doyle, Kate Leary",0,0,0,0
"Shannon Doyle, Kelly Babstock",0,0,0,0
"Shannon Doyle, Kendall Cornine",0,0,0,0
"Shannon Doyle, Kiira Dosdall",0,0,0,0
"Shannon Doyle, Leila Kilduff",0,0,0,0
"Shannon Doyle, Madison Packer",0,0,0,0
"Shannon Doyle, Mallory Rushton",0,0,0,0
"Shannon Doyle, Paige Voight",0,0,0,0
"Shannon Doyle, Rebecca Morse",0,0,0,0
"Shannon Doyle, Rebecca Russo",0,0,0,0
"Shannon Doyle, Sammy Kolowrat",0,0,0,0
"Shannon Doyle, Saroya Tinker",0,0,0,0
"Shannon Doyle, Sonjia Shelly",0,0,0,0
"Shannon Doyle, Tera Hofmann",0,0,0,0
"Shannon Doyle, Theresa Knutson",0,0,0,0
"Shannon Doyle, Allie Thunstrom",0,0,0,0
"Shannon Doyle, Amanda Leveille",0,0,0,0
"Shannon Doyle, Audra Richards",0,0,0,0
"Shannon Doyle, Brooke White",0,0,0,0
"Shannon Doyle, Chelsey Brodt-Rosenthal",0,0,0,0
"Shannon Doyle, Emma Stauber",0,0,0,0
"Shannon Doyle, Haley Mack",0,0,0,0
"Shannon Doyle, Haylea Schmid",0,0,0,0
"Shannon Doyle, Jonna Curtis",0,0,0,0
"Shannon Doyle, Lynn Astrup",0,0,0,0
"Shannon Doyle, Maddie Rowe",0,0,0,0
"Shannon Doyle, Meaghan Pezon",0,0,0,0
"Shannon Doyle, Meghan Lorence",0,0,0,0
"Shannon Doyle, Nina Rodgers",0,0,0,0
"Shannon Doyle, Rose Alleva",0,0,0,0
"Shannon Doyle, Sara Bustad",0,0,0,0
"Shannon Doyle, Stephanie Anderson",0,0,0,0
"Shannon Doyle, Sydney Baldwin",0,0,0,0
"Shannon Doyle, Winny Brodt-Brown",0,0,0,0
"Shannon Doyle, Amy Curlew",0,0,0,0
"Shannon Doyle, Breanne Wilson-Bennett",0,0,0,0
"Shannon Doyle, Brooke Boquist",0,0,0,0
"Shannon Doyle, Elaine Chuli",0,0,0,0
"Shannon Doyle, Emily Fluke",0,0,0,0
"Shannon Doyle, Emma Greco",0,0,0,0
"Shannon Doyle, Emma Woods",0,0,0,0
"Shannon Doyle, Julie Allen",0,0,0,0
"Shannon Doyle, Kristen Barbara",0,0,0,0
"Shannon Doyle, Lindsay Eastwood",0,0,0,0
"Shannon Doyle, Mackenzie MacNeil",0,0,0,0
"Shannon Doyle, Megan Quinn",0,0,0,0
"Shannon Doyle, Mikyla Grant-Mentis",0,0,0,0
"Shannon Doyle, Natalie Marcuzzi",0,0,0,0
"Shannon Doyle, Samantha Ridgewell",0,0,0,0
"Shannon Doyle, Sarah Steele",0,0,0,0
"Shannon Doyle, Sarah-Eve Coutu Godbout",0,0,0,0
"Shannon Doyle, Shiann Darkangelo",0,0,0,0
"Shannon Doyle, Taylor Woods",0,0,0,0
"Shannon Doyle, Taytum Clairmont",0,0,0,0
"Taylor Marchin, Tori Howran",0,0.138888889,0,0.181818182
"Taylor Marchin, Allie Olnowich",0,0,0,0
"Taylor Marchin, Brooke Avery",0,0,0,0
"Taylor Marchin, Cailey Hutchison",0,0,0,0
"Taylor Marchin, Emily Janiga",0,0,0,0
"Taylor Marchin, Jayne Lewis",0,0,0,0
"Taylor Marchin, Kate Leary",0,0,0,0
"Taylor Marchin, Kelly Babstock",0,0,0,0
"Taylor Marchin, Kendall Cornine",0,0,0,0
"Taylor Marchin, Kiira Dosdall",0,0,0,0
"Taylor Marchin, Leila Kilduff",0,0,0,0
"Taylor Marchin, Madison Packer",0,0,0,0
"Taylor Marchin, Mallory Rushton",0,0,0,0
"Taylor Marchin, Paige Voight",0,0,0,0
"Taylor Marchin, Rebecca Morse",0,0,0,0
"Taylor Marchin, Rebecca Russo",0,0,0,0
"Taylor Marchin, Sammy Kolowrat",0,0,0,0
"Taylor Marchin, Saroya Tinker",0,0,0,0
"Taylor Marchin, Sonjia Shelly",0,0,0,0
"Taylor Marchin, Tera Hofmann",0,0,0,0
"Taylor Marchin, Theresa Knutson",0,0,0,0
"Taylor Marchin, Allie Thunstrom",0,0,0,0
"Taylor Marchin, Amanda Leveille",0,0,0,0
"Taylor Marchin, Audra Richards",0,0,0,0
"Taylor Marchin, Brooke White",0,0,0,0
"Taylor Marchin, Chelsey Brodt-Rosenthal",0,0,0,0
"Taylor Marchin, Emma Stauber",0,0,0,0
"Taylor Marchin, Haley Mack",0,0,0,0
"Taylor Marchin, Haylea Schmid",0,0,0,0
"Taylor Marchin, Jonna Curtis",0,0,0,0
"Taylor Marchin, Lynn Astrup",0,0,0,0
"Taylor Marchin, Maddie Rowe",0,0,0,0
"Taylor Marchin, Meaghan Pezon",0,0,0,0
"Taylor Marchin, Meghan Lorence",0,0,0,0
"Taylor Marchin, Nina Rodgers",0,0,0,0
"Taylor Marchin, Rose Alleva",0,0,0,0
"Taylor Marchin, Sara Bustad",0,0,0,0
"Taylor Marchin, Stephanie Anderson",0,0,0,0
"Taylor Marchin, Sydney Baldwin",0,0,0,0
"Taylor Marchin, Winny Brodt-Brown",0,0,0,0
"Taylor Marchin, Amy Curlew",0,0,0,0
"Taylor Marchin, Breanne Wilson-Bennett",0,0,0,0
"Taylor Marchin, Brooke Boquist",0,0,0,0
"Taylor Marchin, Elaine Chuli",0,0,0,0
"Taylor Marchin, Emily Fluke",0,0,0,0
"Taylor Marchin, Emma Greco",0,0,0,0
"Taylor Marchin, Emma Woods",0,0,0,0
"Taylor Marchin, Julie Allen",0,0,0,0
"Taylor Marchin, Kristen Barbara",0,0,0,0
"Taylor Marchin, Lindsay Eastwood",0,0,0,0
"Taylor Marchin, Mackenzie MacNeil",0,0,0,0
"Taylor Marchin, Megan Quinn",0,0,0,0
"Taylor Marchin, Mikyla Grant-Mentis",0,0,0,0
"Taylor Marchin, Natalie Marcuzzi",0,0,0,0
"Taylor Marchin, Samantha Ridgewell",0,0,0,0
"Taylor Marchin, Sarah Steele",0,0,0,0
"Taylor Marchin, Sarah-Eve Coutu Godbout",0,0,0,0
"Taylor Marchin, Shiann Darkangelo",0,0,0,0
"Taylor Marchin, Taylor Woods",0,0,0,0
"Taylor Marchin, Taytum Clairmont",0,0,0,0
"Tori Howran, Allie Olnowich",0,0,0,0
"Tori Howran, Brooke Avery",0,0,0,0
"Tori Howran, Cailey Hutchison",0,0,0,0
"Tori Howran, Emily Janiga",0,0,0,0
"Tori Howran, Jayne Lewis",0,0,0,0
"Tori Howran, Kate Leary",0,0,0,0
"Tori Howran, Kelly Babstock",0,0,0,0
"Tori Howran, Kendall Cornine",0,0,0,0
"Tori Howran, Kiira Dosdall",0,0,0,0
"Tori Howran, Leila Kilduff",0,0,0,0
"Tori Howran, Madison Packer",0,0,0,0
"Tori Howran, Mallory Rushton",0,0,0,0
"Tori Howran, Paige Voight",0,0,0,0
"Tori Howran, Rebecca Morse",0,0,0,0
"Tori Howran, Rebecca Russo",0,0,0,0
"Tori Howran, Sammy Kolowrat",0,0,0,0
"Tori Howran, Saroya Tinker",0,0,0,0
"Tori Howran, Sonjia Shelly",0,0,0,0
"Tori Howran, Tera Hofmann",0,0,0,0
"Tori Howran, Theresa Knutson",0,0,0,0
"Tori Howran, Allie Thunstrom",0,0,0,0
"Tori Howran, Amanda Leveille",0,0,0,0
"Tori Howran, Audra Richards",0,0,0,0
"Tori Howran, Brooke White",0,0,0,0
"Tori Howran, Chelsey Brodt-Rosenthal",0,0,0,0
"Tori Howran, Emma Stauber",0,0,0,0
"Tori Howran, Haley Mack",0,0,0,0
"Tori Howran, Haylea Schmid",0,0,0,0
"Tori Howran, Jonna Curtis",0,0,0,0
"Tori Howran, Lynn Astrup",0,0,0,0
"Tori Howran, Maddie Rowe",0,0,0,0
"Tori Howran, Meaghan Pezon",0,0,0,0
"Tori Howran, Meghan Lorence",0,0,0,0
"Tori Howran, Nina Rodgers",0,0,0,0
"Tori Howran, Rose Alleva",0,0,0,0
"Tori Howran, Sara Bustad",0,0,0,0
"Tori Howran, Stephanie Anderson",0,0,0,0
"Tori Howran, Sydney Baldwin",0,0,0,0
"Tori Howran, Winny Brodt-Brown",0,0,0,0
"Tori Howran, Amy Curlew",0,0,0,0
"Tori Howran, Breanne Wilson-Bennett",0,0,0,0
"Tori Howran, Brooke Boquist",0,0,0,0
"Tori Howran, Elaine Chuli",0,0,0,0
"Tori Howran, Emily Fluke",0,0,0,0
"Tori Howran, Emma Greco",0,0,0,0
"Tori Howran, Emma Woods",0,0,0,0
"Tori Howran, Julie Allen",0,0,0,0
"Tori Howran, Kristen Barbara",0,0,0,0
"Tori Howran, Lindsay Eastwood",0,0,0,0
"Tori Howran, Mackenzie MacNeil",0,0,0,0
"Tori Howran, Megan Quinn",0,0,0,0
"Tori Howran, Mikyla Grant-Mentis",0,0,0,0
"Tori Howran, Natalie Marcuzzi",0,0,0,0
"Tori Howran, Samantha Ridgewell",0,0,0,0
"Tori Howran, Sarah Steele",0,0,0,0
"Tori Howran, Sarah-Eve Coutu Godbout",0,0,0,0
"Tori Howran, Shiann Darkangelo",0,0,0,0
"Tori Howran, Taylor Woods",0,0,0,0
"Tori Howran, Taytum Clairmont",0,0,0,0
"Allie Olnowich, Brooke Avery",6,0.694444444,10,0.363636364
"Allie Olnowich, Cailey Hutchison",10,0.138888889,0,0
"Allie Olnowich, Emily Janiga",0,0.138888889,0,0
"Allie Olnowich, Jayne Lewis",6.666666667,0.416666667,0,0
"Allie Olnowich, Kate Leary",0,0.138888889,5,0.363636364
"Allie Olnowich, Kelly Babstock",0,0,10,0.181818182
"Allie Olnowich, Kendall Cornine",10,0.416666667,10,0.363636364
"Allie Olnowich, Kiira Dosdall",0,0,0,0
"Allie Olnowich, Leila Kilduff",0,0,0,0
"Allie Olnowich, Madison Packer",10,0.138888889,0,0.181818182
"Allie Olnowich, Mallory Rushton",10,0.277777778,0,0
"Allie Olnowich, Paige Voight",0,0.138888889,10,0.181818182
"Allie Olnowich, Rebecca Morse",0,0,0,0
"Allie Olnowich, Rebecca Russo",0,0,0,0
"Allie Olnowich, Sammy Kolowrat",0,0,5,0.363636364
"Allie Olnowich, Saroya Tinker",10,1.111111111,9.166666667,2.181818182
"Allie Olnowich, Sonjia Shelly",0,0,0,0
"Allie Olnowich, Tera Hofmann",0,0,0,0
"Allie Olnowich, Theresa Knutson",7.5,0.555555556,10,0.363636364
"Allie Olnowich, Allie Thunstrom",0,0,0,0
"Allie Olnowich, Amanda Leveille",0,0,0,0
"Allie Olnowich, Audra Richards",0,0,0,0
"Allie Olnowich, Brooke White",0,0,0,0
"Allie Olnowich, Chelsey Brodt-Rosenthal",0,0,0,0
"Allie Olnowich, Emma Stauber",0,0,0,0
"Allie Olnowich, Haley Mack",0,0,0,0
"Allie Olnowich, Haylea Schmid",0,0,0,0
"Allie Olnowich, Jonna Curtis",0,0,0,0
"Allie Olnowich, Lynn Astrup",0,0,0,0
"Allie Olnowich, Maddie Rowe",0,0,0,0
"Allie Olnowich, Meaghan Pezon",0,0,0,0
"Allie Olnowich, Meghan Lorence",0,0,0,0
"Allie Olnowich, Nina Rodgers",0,0,0,0
"Allie Olnowich, Rose Alleva",0,0,0,0
"Allie Olnowich, Sara Bustad",0,0,0,0
"Allie Olnowich, Stephanie Anderson",0,0,0,0
"Allie Olnowich, Sydney Baldwin",0,0,0,0
"Allie Olnowich, Winny Brodt-Brown",0,0,0,0
"Allie Olnowich, Amy Curlew",0,0,0,0
"Allie Olnowich, Breanne Wilson-Bennett",0,0,0,0
"Allie Olnowich, Brooke Boquist",0,0,0,0
"Allie Olnowich, Elaine Chuli",0,0,0,0
"Allie Olnowich, Emily Fluke",0,0,0,0
"Allie Olnowich, Emma Greco",0,0,0,0
"Allie Olnowich, Emma Woods",0,0,0,0
"Allie Olnowich, Julie Allen",0,0,0,0
"Allie Olnowich, Kristen Barbara",0,0,0,0
"Allie Olnowich, Lindsay Eastwood",0,0,0,0
"Allie Olnowich, Mackenzie MacNeil",0,0,0,0
"Allie Olnowich, Megan Quinn",0,0,0,0
"Allie Olnowich, Mikyla Grant-Mentis",0,0,0,0
"Allie Olnowich, Natalie Marcuzzi",0,0,0,0
"Allie Olnowich, Samantha Ridgewell",0,0,0,0
"Allie Olnowich, Sarah Steele",0,0,0,0
"Allie Olnowich, Sarah-Eve Coutu Godbout",0,0,0,0
"Allie Olnowich, Shiann Darkangelo",0,0,0,0
"Allie Olnowich, Taylor Woods",0,0,0,0
"Allie Olnowich, Taytum Clairmont",0,0,0,0
"Brooke Avery, Cailey Hutchison",6,0.694444444,4.285714286,1.272727273
"Brooke Avery, Emily Janiga",10,0.138888889,0,0
"Brooke Avery, Jayne Lewis",10,0.138888889,3.333333333,0.545454545
"Brooke Avery, Kate Leary",0,0.277777778,0,0
"Brooke Avery, Kelly Babstock",0,0,0,0
"Brooke Avery, Kendall Cornine",0,0,0,0
"Brooke Avery, Kiira Dosdall",10,0.416666667,10,0.363636364
"Brooke Avery, Leila Kilduff",10,0.277777778,10,0.545454545
"Brooke Avery, Madison Packer",0,0,0,0
"Brooke Avery, Mallory Rushton",0,0,0,0
"Brooke Avery, Paige Voight",0,0,0,0
"Brooke Avery, Rebecca Morse",10,0.138888889,0,0.181818182
"Brooke Avery, Rebecca Russo",0,0,10,0.181818182
"Brooke Avery, Sammy Kolowrat",7.5,0.555555556,6,0.909090909
"Brooke Avery, Saroya Tinker",10,0.416666667,6.666666667,0.545454545
"Brooke Avery, Sonjia Shelly",0,0,10,0.181818182
"Brooke Avery, Tera Hofmann",0,0,0,0
"Brooke Avery, Theresa Knutson",7.5,0.555555556,4.285714286,1.272727273
"Brooke Avery, Allie Thunstrom",0,0,0,0
"Brooke Avery, Amanda Leveille",0,0,0,0
"Brooke Avery, Audra Richards",0,0,0,0
"Brooke Avery, Brooke White",0,0,0,0
"Brooke Avery, Chelsey Brodt-Rosenthal",0,0,0,0
"Brooke Avery, Emma Stauber",0,0,0,0
"Brooke Avery, Haley Mack",0,0,0,0
"Brooke Avery, Haylea Schmid",0,0,0,0
"Brooke Avery, Jonna Curtis",0,0,0,0
"Brooke Avery, Lynn Astrup",0,0,0,0
"Brooke Avery, Maddie Rowe",0,0,0,0
"Brooke Avery, Meaghan Pezon",0,0,0,0
"Brooke Avery, Meghan Lorence",0,0,0,0
"Brooke Avery, Nina Rodgers",0,0,0,0
"Brooke Avery, Rose Alleva",0,0,0,0
"Brooke Avery, Sara Bustad",0,0,0,0
"Brooke Avery, Stephanie Anderson",0,0,0,0
"Brooke Avery, Sydney Baldwin",0,0,0,0
"Brooke Avery, Winny Brodt-Brown",0,0,0,0
"Brooke Avery, Amy Curlew",0,0,0,0
"Brooke Avery, Breanne Wilson-Bennett",0,0,0,0
"Brooke Avery, Brooke Boquist",0,0,0,0
"Brooke Avery, Elaine Chuli",0,0,0,0
"Brooke Avery, Emily Fluke",0,0,0,0
"Brooke Avery, Emma Greco",0,0,0,0
"Brooke Avery, Emma Woods",0,0,0,0
"Brooke Avery, Julie Allen",0,0,0,0
"Brooke Avery, Kristen Barbara",0,0,0,0
"Brooke Avery, Lindsay Eastwood",0,0,0,0
"Brooke Avery, Mackenzie MacNeil",0,0,0,0
"Brooke Avery, Megan Quinn",0,0,0,0
"Brooke Avery, Mikyla Grant-Mentis",0,0,0,0
"Brooke Avery, Natalie Marcuzzi",0,0,0,0
"Brooke Avery, Samantha Ridgewell",0,0,0,0
"Brooke Avery, Sarah Steele",0,0,0,0
"Brooke Avery, Sarah-Eve Coutu Godbout",0,0,0,0
"Brooke Avery, Shiann Darkangelo",0,0,0,0
"Brooke Avery, Taylor Woods",0,0,0,0
"Brooke Avery, Taytum Clairmont",0,0,0,0
"Cailey Hutchison, Emily Janiga",0,0,0,0
"Cailey Hutchison, Jayne Lewis",0,0,0,0.181818182
"Cailey Hutchison, Kate Leary",0,0,10,0.181818182
"Cailey Hutchison, Kelly Babstock",0,0,0,0
"Cailey Hutchison, Kendall Cornine",0,0,0,0
"Cailey Hutchison, Kiira Dosdall",10,0.416666667,5,1.090909091
"Cailey Hutchison, Leila Kilduff",10,0.138888889,10,0.363636364
"Cailey Hutchison, Madison Packer",0,0,0,0
"Cailey Hutchison, Mallory Rushton",0,0.138888889,0,0
"Cailey Hutchison, Paige Voight",0,0,10,0.363636364
"Cailey Hutchison, Rebecca Morse",6.666666667,0.416666667,10,0.181818182
"Cailey Hutchison, Rebecca Russo",0,0,0,0.181818182
"Cailey Hutchison, Sammy Kolowrat",0,0,5,0.363636364
"Cailey Hutchison, Saroya Tinker",5,0.277777778,0,0
"Cailey Hutchison, Sonjia Shelly",0,0,0,0
"Cailey Hutchison, Tera Hofmann",0,0,0,0
"Cailey Hutchison, Theresa Knutson",4.545454545,1.527777778,7.5,1.454545455
"Cailey Hutchison, Allie Thunstrom",0,0,0,0
"Cailey Hutchison, Amanda Leveille",0,0,0,0
"Cailey Hutchison, Audra Richards",0,0,0,0
"Cailey Hutchison, Brooke White",0,0,0,0
"Cailey Hutchison, Chelsey Brodt-Rosenthal",0,0,0,0
"Cailey Hutchison, Emma Stauber",0,0,0,0
"Cailey Hutchison, Haley Mack",0,0,0,0
"Cailey Hutchison, Haylea Schmid",0,0,0,0
"Cailey Hutchison, Jonna Curtis",0,0,0,0
"Cailey Hutchison, Lynn Astrup",0,0,0,0
"Cailey Hutchison, Maddie Rowe",0,0,0,0
"Cailey Hutchison, Meaghan Pezon",0,0,0,0
"Cailey Hutchison, Meghan Lorence",0,0,0,0
"Cailey Hutchison, Nina Rodgers",0,0,0,0
"Cailey Hutchison, Rose Alleva",0,0,0,0
"Cailey Hutchison, Sara Bustad",0,0,0,0
"Cailey Hutchison, Stephanie Anderson",0,0,0,0
"Cailey Hutchison, Sydney Baldwin",0,0,0,0
"Cailey Hutchison, Winny Brodt-Brown",0,0,0,0
"Cailey Hutchison, Amy Curlew",0,0,0,0
"Cailey Hutchison, Breanne Wilson-Bennett",0,0,0,0
"Cailey Hutchison, Brooke Boquist",0,0,0,0
"Cailey Hutchison, Elaine Chuli",0,0,0,0
"Cailey Hutchison, Emily Fluke",0,0,0,0
"Cailey Hutchison, Emma Greco",0,0,0,0
"Cailey Hutchison, Emma Woods",0,0,0,0
"Cailey Hutchison, Julie Allen",0,0,0,0
"Cailey Hutchison, Kristen Barbara",0,0,0,0
"Cailey Hutchison, Lindsay Eastwood",0,0,0,0
"Cailey Hutchison, Mackenzie MacNeil",0,0,0,0
"Cailey Hutchison, Megan Quinn",0,0,0,0
"Cailey Hutchison, Mikyla Grant-Mentis",0,0,0,0
"Cailey Hutchison, Natalie Marcuzzi",0,0,0,0
"Cailey Hutchison, Samantha Ridgewell",0,0,0,0
"Cailey Hutchison, Sarah Steele",0,0,0,0
"Cailey Hutchison, Sarah-Eve Coutu Godbout",0,0,0,0
"Cailey Hutchison, Shiann Darkangelo",0,0,0,0
"Cailey Hutchison, Taylor Woods",0,0,0,0
"Cailey Hutchison, Taytum Clairmont",0,0,0,0
"Emily Janiga, Jayne Lewis",0,0,0,0
"Emily Janiga, Kate Leary",5.384615385,1.805555556,7.5,2.181818182
"Emily Janiga, Kelly Babstock",0,0,0,0
"Emily Janiga, Kendall Cornine",0,0.138888889,5,0.363636364
"Emily Janiga, Kiira Dosdall",3.333333333,0.416666667,5,0.727272727
"Emily Janiga, Leila Kilduff",10,0.138888889,0,0.363636364
"Emily Janiga, Madison Packer",3.571428571,1.944444444,5.454545455,2
"Emily Janiga, Mallory Rushton",10,0.833333333,5,0.727272727
"Emily Janiga, Paige Voight",7.5,0.555555556,5,0.727272727
"Emily Janiga, Rebecca Morse",10,0.555555556,8.333333333,1.090909091
"Emily Janiga, Rebecca Russo",0,0,0,0
"Emily Janiga, Sammy Kolowrat",0,0,0,0.363636364
"Emily Janiga, Saroya Tinker",10,0.416666667,10,0.181818182
"Emily Janiga, Sonjia Shelly",0,0,0,0.181818182
"Emily Janiga, Tera Hofmann",0,0,0,0
"Emily Janiga, Theresa Knutson",0,0,10,0.727272727
"Emily Janiga, Allie Thunstrom",0,0,0,0
"Emily Janiga, Amanda Leveille",0,0,0,0
"Emily Janiga, Audra Richards",0,0,0,0
"Emily Janiga, Brooke White",0,0,0,0
"Emily Janiga, Chelsey Brodt-Rosenthal",0,0,0,0
"Emily Janiga, Emma Stauber",0,0,0,0
